customer_id,name,email,phone,address,city,state,segment,risk_rating,created_date,status
CUST000001,Charles Daw,charles.daw@email.com,+1-906-193-1310,4121 Daw Street,Philadelphia,PA,premium,high,2022-08-23,active
CUST000002,Jennifer Thompson,jennifer.thompson@yahoo.com,+1-420-622-7884,9673 Thompson Street,Denver,CO,business,medium,2023-01-31,active
CUST000003,William Karem,william.karem@gmail.com,+1-526-457-1755,5490 Karem Street,San Jose,CA,private,medium,2022-02-25,active
CUST000004,Arel Brown,arel.brown@outlook.com,+1-876-414-7712,6386 Brown Street,Seattle,WA,premium,low,2025-02-22,closed
CUST000005,Robert Anderson,robert.anderson@outlook.com,+1-857-659-1161,1902 Anderson Street,Los Angelas,IST,premium,high,2023-02-20,active
CUST000006,David Taylor,david.taylor@gmail.com,+1-223-975-2193,8221 Taylor Street,San Antonio,TX,premium,medium,2020-09-23,active
CUST000007,Joseph Anderson,joseph.anderson@outlook.com,+1-596-310-2416,3179 Anderson Street,San Diego,CA,private,high,2020-07-11,active
CUST000008,Arel Thomas,arel.thomas@yahoo.com,+1-495-133-7810,9810 Thomas Street,Houston,TX,premium,high,2021-03-16,active
CUST000009,Jennifer Daw,jennifer.daw@yahoo.com,+1-997-820-2838,6048 Daw Street,Austin,TX,premium,high,2020-01-20,inactive
CUST000010,Noah Jackson,noah.jackson@outlook.com,+1-467-609-3833,6080 Jackson Street,San Diego,CA,private,high,2023-01-08,active
CUST000011,Jennifer Moore,jennifer.moore@outlook.com,+1-973-464-5748,7342 Moore Street,Denver,CO,private,medium,2025-08-18,active
CUST000012,Thomas Johnson,thomas.johnson@outlook.com,+1-308-656-3005,5013 Johnson Street,Charlotte,NC,private,high,2024-03-22,active
CUST000013,Thomas Wilson,thomas.wilson@outlook.com,+1-572-885-4039,7848 Wilson Street,Houston,TX,premium,medium,2023-04-22,active
CUST000014,Patricia Smith,patricia.smith@outlook.com,+1-915-994-5917,3412 Smith Street,Fort Worth,TX,premium,high,2024-11-25,active
CUST000015,William Davis,william.davis@yahoo.com,+1-453-636-9012,121 Davis Street,Philadelphia,PA,private,low,2022-01-23,active
CUST000016,Linda Johnson,linda.johnson@outlook.com,+1-849-779-4439,4032 Johnson Street,Los Angeles,CA,premium,high,2023-06-01,inactive
CUST000017,Mary Taylor,mary.taylor@gmail.com,+1-292-480-9368,8617 Taylor Street,New York,NY,private,medium,2023-01-13,active
CUST000018,Richard Taylor,richard.taylor@email.com,+1-585-833-4604,6574 Taylor Street,Houston,TX,private,medium,2025-06-17,active
CUST000019,Patricia Taylor,patricia.taylor@gmail.com,+1-916-761-3532,5302 Taylor Street,San Diego,CA,private,high,2020-02-06,active
CUST000020,Oliver Karem,oliver.karem@email.com,+1-922-877-5716,7484 Karem Street,London,LDN,retail,medium,2025-07-20,active
CUST000021,Oliver Thompson,oliver.thompson@email.com,+1-438-276-9462,3933 Thompson Street,Chicago,IL,premium,high,2022-04-11,active
CUST000022,Joseph Karem,joseph.karem@gmail.com,+1-753-190-6057,6380 Karem Street,Charlotte,NC,private,medium,2025-06-11,active
CUST000023,Sarah Davis,sarah.davis@gmail.com,+1-754-912-7325,3323 Davis Street,Dallas,TX,business,high,2022-10-21,active
CUST000024,Noah Wilson,noah.wilson@yahoo.com,+1-830-482-8032,9869 Wilson Street,Portland,OR,retail,low,2022-02-18,active
CUST000025,Thomas Miller,thomas.miller@gmail.com,+1-364-572-5133,8392 Miller Street,London,LDN,retail,medium,2025-06-07,active
CUST000026,David Lee,david.lee@yahoo.com,+1-294-689-8676,2326 Lee Street,Los Angeles,CA,private,medium,2023-10-29,active
CUST000027,Jessica Rodriguez,jessica.rodriguez@yahoo.com,+1-460-586-2566,8526 Rodriguez Street,Istanbul,LA,private,low,2025-10-26,active
CUST000028,David Martinez,david.martinez@gmail.com,+1-325-437-2330,8845 Martinez Street,Charlotte,NC,private,high,2025-04-05,active
CUST000029,Arel Daw,arel.daw@yahoo.com,+1-240-453-8127,7453 Daw Street,Charlotte,NC,premium,medium,2025-07-01,active
CUST000030,John Thompson,john.thompson@outlook.com,+1-291-886-2525,9835 Thompson Street,Seattle,WA,premium,high,2025-01-21,active
CUST000031,Sarah Wilson,sarah.wilson@outlook.com,+1-684-317-4161,6291 Wilson Street,Seattle,WA,retail,low,2022-12-23,active
CUST000032,Elizabeth Thomas,elizabeth.thomas@email.com,+1-219-583-7399,4272 Thomas Street,Philadelphia,PA,premium,high,2020-12-25,inactive
CUST000033,Linda Moore,linda.moore@yahoo.com,+1-655-647-6797,2639 Moore Street,London,LDN,retail,medium,2024-11-23,active
CUST000034,Patricia Moore,patricia.moore@email.com,+1-909-373-4884,697 Moore Street,Dallas,TX,premium,high,2022-03-26,active
CUST000035,Susan Johnson,susan.johnson@yahoo.com,+1-495-140-1277,1213 Johnson Street,Los Angelas,IST,premium,low,2020-07-18,active
CUST000036,Susan Davis,susan.davis@email.com,+1-586-737-6975,3936 Davis Street,Philadelphia,PA,private,low,2021-08-23,active
CUST000037,Arel Garcia,arel.garcia@yahoo.com,+1-921-283-3540,7588 Garcia Street,Fort Worth,TX,retail,medium,2023-02-11,active
